location_zone,latitude,longitude,hour,day_of_week,incident_type,severity
Raichur - Mantralayam Road,16.182037,77.332927,1,0,suspicious_activity,1
Raichur - Mantralayam Road,16.206026,77.33132,18,1,vandalism,1
Raichur - Mantralayam Road,16.187172,77.367363,23,0,suspicious_activity,1
Raichur - Mantralayam Road,16.214732,77.37398,17,6,harassment,3
Raichur - Nijalingappa Nagar,16.221962,77.338525,9,2,vandalism,1
Raichur - Nijalingappa Nagar,16.195747,77.358711,8,0,theft,2
Raichur - Station Road,16.229175,77.337571,19,4,theft,3
Raichur - Mantralayam Road,16.182143,77.344695,8,1,harassment,1
Raichur - Station Road,16.225758,77.356129,4,2,burglary,1
Raichur - Station Road,16.190545,77.341281,17,5,traffic_accident,1
Raichur - Arab Mohalla,16.213115,77.3641,22,6,traffic_accident,1
Raichur - Nijalingappa Nagar,16.224116,77.362079,4,0,theft,2
Raichur - Nijalingappa Nagar,16.208486,77.353377,0,2,burglary,1
Raichur - Mantralayam Road,16.198753,77.332202,9,4,harassment,2
Raichur - Arab Mohalla,16.195163,77.339763,8,2,harassment,1
Raichur - Nijalingappa Nagar,16.206937,77.367728,22,4,vandalism,1
Raichur - Nijalingappa Nagar,16.198814,77.367513,8,1,traffic_accident,2
Raichur - Arab Mohalla,16.222938,77.350801,6,4,vandalism,1
Raichur - Arab Mohalla,16.200259,77.341853,4,3,harassment,1
Raichur - Nijalingappa Nagar,16.206756,77.355189,20,6,burglary,1
Raichur - Nijalingappa Nagar,16.204835,77.352233,5,5,suspicious_activity,1
Raichur - Nijalingappa Nagar,16.196267,77.368517,0,2,suspicious_activity,1
Raichur - Nijalingappa Nagar,16.223367,77.357419,22,6,traffic_accident,3
Raichur - Mantralayam Road,16.221695,77.350124,7,2,harassment,1
Raichur - Fort Area,16.227737,77.349665,4,1,theft,1
Raichur - Nijalingappa Nagar,16.184299,77.344223,21,2,burglary,2
Raichur - Mantralayam Road,16.212592,77.367096,13,3,vandalism,1
Raichur - Station Road,16.22369,77.352377,21,5,burglary,1
Raichur - Station Road,16.190544,77.352628,22,6,theft,3
Raichur - Station Road,16.186087,77.361304,17,3,burglary,3
Raichur - Nijalingappa Nagar,16.19954,77.333613,20,4,vandalism,1
Raichur - Nijalingappa Nagar,16.191844,77.333951,21,2,harassment,2
Raichur - Mantralayam Road,16.195062,77.359719,10,4,burglary,1
Raichur - Nijalingappa Nagar,16.207062,77.34315,16,5,harassment,3
Raichur - Fort Area,16.186684,77.350713,17,1,theft,3
Raichur - Mantralayam Road,16.181456,77.346544,20,5,vandalism,1
Raichur - Mantralayam Road,16.18749,77.354964,2,1,suspicious_activity,3
Raichur - Station Road,16.229717,77.345286,5,5,harassment,2
Raichur - Station Road,16.186649,77.37304,17,0,burglary,1
Raichur - Arab Mohalla,16.222162,77.342042,6,4,burglary,1
Raichur - Nijalingappa Nagar,16.201348,77.377926,7,6,harassment,1
Raichur - Mantralayam Road,16.195026,77.360784,10,5,suspicious_activity,1
Raichur - Station Road,16.197577,77.336673,1,2,harassment,2
Raichur - Station Road,16.182808,77.377357,7,0,vandalism,2
Raichur - Arab Mohalla,16.184172,77.356672,9,0,theft,1
Raichur - Nijalingappa Nagar,16.229921,77.345768,16,4,vandalism,3
Raichur - Arab Mohalla,16.221012,77.344874,21,5,suspicious_activity,3
Raichur - Mantralayam Road,16.227847,77.335187,20,6,vandalism,3
Raichur - Station Road,16.224208,77.331805,19,0,theft,2
Raichur - Arab Mohalla,16.18436,77.362065,3,1,suspicious_activity,3
Raichur - Station Road,16.204635,77.355695,17,6,theft,1
Raichur - Fort Area,16.200313,77.343935,16,4,traffic_accident,3
Raichur - Station Road,16.222394,77.332582,18,3,traffic_accident,2
Raichur - Arab Mohalla,16.206361,77.334145,17,3,traffic_accident,2
Raichur - Nijalingappa Nagar,16.226586,77.364279,12,5,traffic_accident,1
Raichur - Station Road,16.181681,77.355764,15,0,vandalism,1
Raichur - Fort Area,16.184971,77.347682,6,6,traffic_accident,3
Raichur - Mantralayam Road,16.211621,77.34343,13,4,burglary,1
Raichur - Fort Area,16.211893,77.33008,1,1,vandalism,3
Raichur - Station Road,16.204366,77.352262,22,1,burglary,1
Raichur - Arab Mohalla,16.185072,77.336112,1,6,theft,2
Raichur - Mantralayam Road,16.214735,77.330331,9,3,burglary,3
Raichur - Station Road,16.219135,77.374112,22,5,traffic_accident,1
Raichur - Mantralayam Road,16.221124,77.352222,7,3,vandalism,2
Raichur - Arab Mohalla,16.19726,77.359865,6,4,suspicious_activity,3
Raichur - Mantralayam Road,16.214022,77.345738,0,6,burglary,1
Raichur - Station Road,16.203693,77.374465,19,1,theft,2
Raichur - Arab Mohalla,16.222057,77.376477,2,1,theft,1
Raichur - Arab Mohalla,16.209648,77.370052,17,2,burglary,1
Raichur - Mantralayam Road,16.184958,77.34417,22,4,suspicious_activity,2
Raichur - Nijalingappa Nagar,16.181258,77.35002,14,4,suspicious_activity,2
Raichur - Mantralayam Road,16.219606,77.339172,5,6,suspicious_activity,2
Raichur - Station Road,16.199707,77.36388,14,6,vandalism,3
Raichur - Fort Area,16.227183,77.370665,21,5,vandalism,1
Raichur - Nijalingappa Nagar,16.223406,77.354574,4,0,suspicious_activity,3
Raichur - Mantralayam Road,16.199969,77.360479,21,5,suspicious_activity,1
Raichur - Mantralayam Road,16.200688,77.33919,13,0,theft,1
Raichur - Arab Mohalla,16.227565,77.360369,14,0,suspicious_activity,2
Raichur - Arab Mohalla,16.222989,77.336263,7,5,traffic_accident,2
Raichur - Nijalingappa Nagar,16.195292,77.345323,13,3,harassment,1
Raichur - Fort Area,16.217899,77.37179,6,2,suspicious_activity,1
Raichur - Station Road,16.202387,77.336609,20,3,suspicious_activity,1
Raichur - Station Road,16.193744,77.341938,16,4,theft,1
Raichur - Mantralayam Road,16.198153,77.345535,11,1,suspicious_activity,1
Raichur - Fort Area,16.205474,77.367192,4,5,traffic_accident,1
Raichur - Station Road,16.194365,77.353002,0,6,suspicious_activity,1
Raichur - Station Road,16.211113,77.337605,17,1,traffic_accident,2
Raichur - Arab Mohalla,16.220786,77.360089,19,5,suspicious_activity,2
Raichur - Mantralayam Road,16.221631,77.360276,21,4,theft,2
Raichur - Nijalingappa Nagar,16.212901,77.337301,22,4,harassment,2
Raichur - Fort Area,16.201625,77.346207,17,4,traffic_accident,2
Raichur - Arab Mohalla,16.221372,77.354162,10,6,traffic_accident,2
Raichur - Arab Mohalla,16.193076,77.345643,13,3,harassment,2
Raichur - Mantralayam Road,16.22769,77.377933,17,6,theft,1
Raichur - Station Road,16.200915,77.333239,0,2,traffic_accident,2
Raichur - Nijalingappa Nagar,16.20724,77.348014,5,1,burglary,1
Raichur - Arab Mohalla,16.224557,77.344894,6,1,burglary,3
Raichur - Station Road,16.196292,77.333527,18,4,theft,2
Raichur - Nijalingappa Nagar,16.201085,77.345859,23,4,traffic_accident,1
Raichur - Arab Mohalla,16.218307,77.355347,15,1,vandalism,1
Raichur - Arab Mohalla,16.203469,77.330704,9,0,traffic_accident,3
Raichur - Nijalingappa Nagar,16.185148,77.333983,2,5,vandalism,1
Raichur - Nijalingappa Nagar,16.221507,77.347094,14,1,theft,2
Raichur - Station Road,16.21633,77.349697,2,4,harassment,1
Raichur - Station Road,16.219473,77.337042,5,4,vandalism,2
Raichur - Arab Mohalla,16.226376,77.360374,17,1,burglary,1
Raichur - Nijalingappa Nagar,16.206697,77.363183,15,4,harassment,2
Raichur - Arab Mohalla,16.200656,77.379019,20,2,traffic_accident,1
Raichur - Mantralayam Road,16.210005,77.359224,9,0,suspicious_activity,2
Raichur - Arab Mohalla,16.21028,77.349946,7,1,burglary,2
Raichur - Fort Area,16.192599,77.379671,9,0,suspicious_activity,2
Raichur - Nijalingappa Nagar,16.189843,77.371346,12,0,burglary,2
Raichur - Arab Mohalla,16.221156,77.357325,21,4,harassment,1
Raichur - Arab Mohalla,16.219772,77.341028,1,5,traffic_accident,3
Raichur - Arab Mohalla,16.214846,77.353577,6,5,traffic_accident,3
Raichur - Station Road,16.188182,77.370933,4,5,burglary,2
Raichur - Station Road,16.186851,77.368501,14,2,vandalism,3
Raichur - Mantralayam Road,16.208519,77.346581,18,2,burglary,1
Raichur - Station Road,16.228732,77.355853,5,6,theft,3
Raichur - Arab Mohalla,16.204747,77.37175,1,3,vandalism,2
Raichur - Arab Mohalla,16.193547,77.351821,3,6,theft,3
Raichur - Arab Mohalla,16.187887,77.339131,4,2,suspicious_activity,2
Raichur - Nijalingappa Nagar,16.180005,77.336878,1,4,burglary,1
Raichur - Fort Area,16.197507,77.336283,8,5,suspicious_activity,1
Raichur - Mantralayam Road,16.183454,77.36562,0,2,traffic_accident,2
Raichur - Fort Area,16.217942,77.33527,9,0,vandalism,2
Raichur - Station Road,16.21319,77.366304,6,1,burglary,2
Raichur - Arab Mohalla,16.221917,77.330922,13,4,harassment,1
Raichur - Fort Area,16.200468,77.36454,22,2,harassment,1
Raichur - Nijalingappa Nagar,16.187828,77.330153,11,3,suspicious_activity,2
Raichur - Mantralayam Road,16.222433,77.331673,16,0,vandalism,1
Raichur - Mantralayam Road,16.208688,77.332526,1,6,theft,1
Raichur - Station Road,16.1982,77.357464,20,0,harassment,3
Raichur - Fort Area,16.205379,77.371511,15,5,harassment,1
Raichur - Mantralayam Road,16.212405,77.374929,8,2,traffic_accident,3
Raichur - Station Road,16.217727,77.351782,18,5,harassment,3
Raichur - Station Road,16.201946,77.341521,5,3,suspicious_activity,1
Raichur - Mantralayam Road,16.211146,77.369052,15,5,suspicious_activity,3
Raichur - Fort Area,16.226991,77.377426,15,1,burglary,3
Raichur - Fort Area,16.21995,77.34165,9,3,traffic_accident,1
Raichur - Mantralayam Road,16.221545,77.348905,1,3,traffic_accident,1
Raichur - Nijalingappa Nagar,16.198935,77.337252,5,1,harassment,1
Raichur - Station Road,16.187331,77.334137,7,1,burglary,1
Raichur - Arab Mohalla,16.218228,77.346936,1,0,harassment,3
Raichur - Arab Mohalla,16.224672,77.37121,23,1,traffic_accident,2
Raichur - Mantralayam Road,16.20203,77.361373,5,3,traffic_accident,1
Raichur - Nijalingappa Nagar,16.224888,77.343084,20,0,traffic_accident,1
Raichur - Mantralayam Road,16.226932,77.351355,16,6,harassment,1
Raichur - Mantralayam Road,16.219693,77.361776,17,1,vandalism,3
Raichur - Arab Mohalla,16.227159,77.330208,8,6,theft,1
Raichur - Mantralayam Road,16.222327,77.355208,22,2,traffic_accident,3
Raichur - Nijalingappa Nagar,16.216881,77.366024,7,4,suspicious_activity,2
Raichur - Station Road,16.212534,77.36393,10,0,burglary,3
Raichur - Mantralayam Road,16.194703,77.361341,1,0,traffic_accident,2
Raichur - Station Road,16.186407,77.376923,21,6,traffic_accident,2
Raichur - Arab Mohalla,16.215023,77.357755,21,4,traffic_accident,3
Raichur - Mantralayam Road,16.228433,77.331128,6,4,vandalism,2
Raichur - Mantralayam Road,16.213897,77.374902,20,6,theft,2
Raichur - Mantralayam Road,16.193396,77.37319,17,4,theft,1
Raichur - Station Road,16.219035,77.364808,16,2,theft,1
Raichur - Mantralayam Road,16.22204,77.364678,7,5,burglary,1
Raichur - Mantralayam Road,16.213821,77.336727,22,3,burglary,1
Raichur - Arab Mohalla,16.193749,77.36065,18,2,harassment,3
Raichur - Station Road,16.214308,77.365041,1,2,harassment,2
Raichur - Nijalingappa Nagar,16.182861,77.347364,4,1,theft,2
Raichur - Mantralayam Road,16.228382,77.330045,15,4,vandalism,3
Raichur - Station Road,16.212435,77.339121,19,4,traffic_accident,2
Raichur - Arab Mohalla,16.209689,77.359914,12,5,suspicious_activity,1
Raichur - Arab Mohalla,16.228071,77.357162,11,1,theft,1
Raichur - Mantralayam Road,16.195095,77.366439,11,1,suspicious_activity,2
Raichur - Station Road,16.195903,77.376257,4,4,theft,3
Raichur - Nijalingappa Nagar,16.185577,77.37462,8,6,theft,1
Raichur - Fort Area,16.194537,77.375455,4,1,theft,1
Raichur - Station Road,16.229461,77.374612,8,2,theft,1
Raichur - Mantralayam Road,16.20284,77.337915,0,5,vandalism,1
Raichur - Arab Mohalla,16.190727,77.33165,14,1,vandalism,3
Raichur - Mantralayam Road,16.199462,77.332927,6,3,burglary,1
Raichur - Nijalingappa Nagar,16.225248,77.33655,11,2,theft,1
Raichur - Fort Area,16.208639,77.338427,1,0,theft,1
Raichur - Fort Area,16.189216,77.35075,20,2,burglary,3
Raichur - Mantralayam Road,16.180066,77.347626,17,3,traffic_accident,3
Raichur - Mantralayam Road,16.181881,77.333555,16,5,traffic_accident,1
Raichur - Mantralayam Road,16.185603,77.361491,7,1,theft,3
Raichur - Nijalingappa Nagar,16.202176,77.358348,9,3,vandalism,1
Raichur - Arab Mohalla,16.210034,77.370007,10,1,vandalism,1
Raichur - Fort Area,16.225501,77.334586,17,6,theft,1
Raichur - Station Road,16.196223,77.367321,0,6,burglary,3
Raichur - Mantralayam Road,16.226459,77.344816,15,2,vandalism,3
Raichur - Arab Mohalla,16.186862,77.377868,19,5,burglary,1
